Fecha,Tiempo,Temp,humRel,tempApte,tempAmbte,humRelAmbte,tempApteAmbte
2021-08-21,1900-01-01 14:00:00,32.8,47,36.6,28.8,33,29.1
2021-08-21,1900-01-01 15:00:00,33.3,46,37.1,28.8,36,29.5
2021-08-21,1900-01-01 16:00:00,33.5,46,37.4,28.9,35,29.5
2021-08-21,1900-01-01 17:00:00,33.8,49,38.5,28.5,36,29.1
2021-08-21,1900-01-01 18:00:00,33.8,51,38.8,27.5,40,28.4
2021-08-21,1900-01-01 19:00:00,33.3,55,38.7,26.0,45,27.0
2021-08-21,1900-01-01 20:00:00,32.9,60,39.0,23.4,55,24.7
2021-08-21,1900-01-01 21:00:00,32.5,61,38.6,22.2,64,23.9
2021-08-21,1900-01-01 22:00:00,32.2,67,39.1,21.5,70,23.5
2021-08-21,1900-01-01 23:00:00,32.7,71,40.6,20.9,74,23.0
2021-08-22,1900-01-01 00:00:00,32.7,70,40.4,20.2,79,22.5
2021-08-22,1900-01-01 01:00:00,34.0,78,44.2,19.5,86,22.0
2021-08-22,1900-01-01 02:00:00,33.8,73,42.8,18.8,92,21.5
2021-08-22,1900-01-01 03:00:00,33.3,78,42.9,18.6,93,21.2
2021-08-22,1900-01-01 04:00:00,32.8,82,42.7,17.9,91,20.1
2021-08-22,1900-01-01 05:00:00,32.5,81,42.1,17.5,92,19.7
2021-08-22,1900-01-01 06:00:00,32.3,78,41.2,17.3,93,19.5
2021-08-22,1900-01-01 07:00:00,32.3,73,40.4,17.7,91,19.9
2021-08-22,1900-01-01 08:00:00,31.8,76,39.9,20.7,73,22.7
2021-08-22,1900-01-01 09:00:00,32.0,75,40.1,23.5,59,25.2
2021-08-22,1900-01-01 10:00:00,32.9,81,42.8,25.5,49,26.8
2021-08-22,1900-01-01 11:00:00,32.4,88,43.0,27.1,42,28.1
2021-08-22,1900-01-01 12:00:00,32.2,91,43.1,28.3,37,29.0
2021-08-22,1900-01-01 13:00:00,32.2,93,43.5,29.2,38,30.3
2021-08-22,1900-01-01 14:00:00,32.7,93,44.4,29.5,37,30.5
2021-08-22,1900-01-01 15:00:00,31.8,89,42.0,29.5,37,30.5
2021-08-22,1900-01-01 16:00:00,32.3,89,42.9,29.3,37,30.2
2021-08-22,1900-01-01 17:00:00,32.4,88,42.9,28.7,39,29.8
2021-08-22,1900-01-01 18:00:00,32.9,90,44.2,27.7,41,28.7
2021-08-22,1900-01-01 19:00:00,32.2,92,43.4,26.2,47,27.4
2021-08-22,1900-01-01 20:00:00,31.8,94,42.9,23.6,57,25.2
2021-08-22,1900-01-01 21:00:00,32.0,95,43.5,22.6,63,24.3
2021-08-22,1900-01-01 22:00:00,31.4,95,42.3,22.1,65,23.8
2021-08-22,1900-01-01 23:00:00,31.2,93,41.6,21.4,67,23.1
2021-08-23,1900-01-01 00:00:00,31.0,90,40.8,20.7,72,22.6
2021-08-23,1900-01-01 01:00:00,31.3,92,41.6,20.1,77,22.1
2021-08-23,1900-01-01 02:00:00,31.5,88,41.3,19.3,82,21.5
2021-08-23,1900-01-01 03:00:00,32.2,94,43.6,18.7,88,21.0
2021-08-23,1900-01-01 04:00:00,31.9,94,43.0,18.2,92,20.6
2021-08-23,1900-01-01 05:00:00,32.0,93,43.1,18.1,93,20.6
2021-08-23,1900-01-01 06:00:00,32.8,84,43.0,18.0,93,20.4
2021-08-23,1900-01-01 07:00:00,32.4,85,42.4,18.4,90,20.7
2021-08-23,1900-01-01 08:00:00,32.0,87,42.1,21.3,74,23.6
2021-08-23,1900-01-01 09:00:00,32.7,84,42.8,24.0,62,26.2
2021-08-23,1900-01-01 10:00:00,32.9,91,44.4,26.0,54,28.0
2021-08-23,1900-01-01 11:00:00,32.9,92,44.6,27.2,48,28.9
2021-08-23,1900-01-01 12:00:00,32.5,94,44.1,28.0,44,29.5
2021-08-23,1900-01-01 13:00:00,32.6,92,44.0,29.0,41,30.5
2021-08-23,1900-01-01 14:00:00,32.0,89,42.5,29.4,39,30.7
2021-08-23,1900-01-01 15:00:00,33.0,91,44.5,29.8,39,31.2
2021-08-23,1900-01-01 16:00:00,33.1,91,44.8,29.6,38,30.9
2021-08-23,1900-01-01 17:00:00,33.2,92,45.1,29.0,39,30.2
2021-08-23,1900-01-01 18:00:00,33.0,93,44.9,27.9,43,29.3
2021-08-23,1900-01-01 19:00:00,32.6,93,44.2,26.2,50,27.9
2021-08-23,1900-01-01 20:00:00,32.8,93,44.5,23.8,61,25.7
2021-08-23,1900-01-01 21:00:00,32.5,92,43.9,22.8,67,25.0
2021-08-23,1900-01-01 22:00:00,34.4,93,47.6,22.3,70,24.6
2021-08-23,1900-01-01 23:00:00,32.0,93,43.0,21.6,74,24.0
2021-08-24,1900-01-01 00:00:00,32.2,94,43.7,20.9,80,23.5
2021-08-24,1900-01-01 01:00:00,30.9,95,41.3,20.2,86,23.1
2021-08-24,1900-01-01 02:00:00,32.0,95,43.4,19.6,91,22.5
2021-08-24,1900-01-01 03:00:00,31.6,94,42.4,18.9,93,21.7
2021-08-24,1900-01-01 04:00:00,31.5,93,42.2,18.4,94,21.1
2021-08-24,1900-01-01 05:00:00,31.2,93,41.6,18.1,95,20.7
2021-08-24,1900-01-01 06:00:00,31.1,92,41.3,18.0,96,20.6
2021-08-24,1900-01-01 07:00:00,31.1,91,41.1,18.1,96,20.7
2021-08-24,1900-01-01 08:00:00,32.3,90,43.2,20.6,81,23.2
2021-08-24,1900-01-01 09:00:00,32.8,91,44.3,23.3,67,25.6
2021-08-24,1900-01-01 10:00:00,32.9,90,44.3,25.4,56,27.5
2021-08-24,1900-01-01 11:00:00,32.0,90,42.5,26.8,48,28.5
2021-08-24,1900-01-01 12:00:00,32.0,86,42.0,27.9,43,29.3
2021-08-24,1900-01-01 13:00:00,32.2,82,41.5,29.1,38,30.1
2021-08-24,1900-01-01 14:00:00,32.8,79,42.1,29.9,37,31.0
2021-08-24,1900-01-01 15:00:00,32.9,78,42.2,30.4,36,31.6
2021-08-24,1900-01-01 16:00:00,33.6,77,43.2,30.5,36,31.7
2021-08-24,1900-01-01 17:00:00,33.5,75,42.6,29.9,38,31.2
2021-08-24,1900-01-01 18:00:00,33.3,74,42.2,28.8,41,30.2
2021-08-24,1900-01-01 19:00:00,34.0,76,43.7,26.9,47,28.4
2021-08-24,1900-01-01 20:00:00,33.7,76,43.2,23.8,61,25.8
2021-08-24,1900-01-01 21:00:00,32.2,77,40.7,22.3,72,24.8
2021-08-24,1900-01-01 22:00:00,32.5,81,41.9,21.4,79,24.1
2021-08-24,1900-01-01 23:00:00,32.6,82,42.3,20.7,86,23.7
2021-08-25,1900-01-01 00:00:00,31.1,84,40.0,20.2,93,23.5
2021-08-25,1900-01-01 01:00:00,32.3,87,42.6,19.7,95,23.0
2021-08-25,1900-01-01 02:00:00,30.6,89,39.9,19.5,96,22.8
2021-08-25,1900-01-01 03:00:00,31.4,88,41.2,19.5,96,22.8
2021-08-25,1900-01-01 04:00:00,30.7,90,40.2,19.4,97,22.8
2021-08-25,1900-01-01 05:00:00,31.1,91,41.1,19.4,97,22.7
2021-08-25,1900-01-01 06:00:00,30.2,91,39.5,20.3,94,23.8
2021-08-25,1900-01-01 07:00:00,30.7,91,40.3,20.4,92,23.8
2021-08-25,1900-01-01 08:00:00,31.2,90,41.2,21.7,84,25.0
2021-08-25,1900-01-01 09:00:00,31.6,92,42.1,23.5,72,26.5
2021-08-25,1900-01-01 10:00:00,32.5,92,43.8,25.2,61,27.8
2021-08-25,1900-01-01 11:00:00,32.2,92,43.3,26.7,52,28.8
2021-08-25,1900-01-01 12:00:00,30.7,92,40.6,28.0,43,29.4
2021-08-25,1900-01-01 13:00:00,30.5,90,39.9,29.2,37,30.1
2021-08-25,1900-01-01 14:00:00,30.8,87,39.9,30.3,35,31.3
2021-08-25,1900-01-01 15:00:00,32.6,83,42.5,31.3,34,32.4
2021-08-25,1900-01-01 16:00:00,33.2,83,43.5,31.6,35,33.0
2021-08-25,1900-01-01 17:00:00,33.1,79,42.7,31.5,36,33.1
2021-08-25,1900-01-01 18:00:00,33.7,76,43.2,30.9,38,32.6
2021-08-25,1900-01-01 19:00:00,32.6,77,41.6,29.8,41,31.5
2021-08-25,1900-01-01 20:00:00,33.2,81,43.3,25.7,53,27.5
2021-08-25,1900-01-01 21:00:00,32.1,82,41.5,23.2,62,25.0
2021-08-25,1900-01-01 22:00:00,32.1,85,41.9,22.2,63,23.8
2021-08-25,1900-01-01 23:00:00,32.3,87,42.7,20.8,72,22.7
2021-08-26,1900-01-01 00:00:00,31.0,89,40.6,20.1,79,22.3
2021-08-26,1900-01-01 01:00:00,29.8,89,38.5,19.6,81,21.7
2021-08-26,1900-01-01 02:00:00,29.9,89,38.7,19.0,82,21.0
2021-08-26,1900-01-01 03:00:00,28.9,88,36.8,18.7,82,20.6
2021-08-26,1900-01-01 04:00:00,30.3,89,39.4,19.2,78,20.9
2021-08-26,1900-01-01 05:00:00,30.4,89,39.6,19.2,77,20.9
2021-08-26,1900-01-01 06:00:00,30.3,89,39.4,19.1,76,20.7
2021-08-26,1900-01-01 07:00:00,29.9,90,38.8,19.5,71,20.8
2021-08-26,1900-01-01 08:00:00,30.4,89,39.5,23.0,56,24.3
2021-08-26,1900-01-01 09:00:00,32.2,90,42.9,27.1,41,28.0
2021-08-26,1900-01-01 10:00:00,32.9,89,44.1,29.9,34,30.6
2021-08-26,1900-01-01 11:00:00,32.1,87,42.3,31.9,31,32.7
2021-08-26,1900-01-01 12:00:00,32.3,81,41.7,33.2,29,34.0
2021-08-26,1900-01-01 13:00:00,33.2,75,42.1,33.9,28,34.8
2021-08-26,1900-01-01 14:00:00,35.1,70,44.5,33.9,28,34.8
2021-08-26,1900-01-01 15:00:00,35.8,70,45.9,34.4,26,35.0
2021-08-26,1900-01-01 16:00:00,36.0,70,46.2,33.5,28,34.3
2021-08-26,1900-01-01 17:00:00,35.6,70,45.5,32.5,30,33.4
2021-08-26,1900-01-01 18:00:00,34.9,68,43.9,31.5,31,32.2
2021-08-26,1900-01-01 19:00:00,34.3,67,42.5,29.6,37,30.7
2021-08-26,1900-01-01 20:00:00,33.2,67,40.7,25.7,51,27.3
2021-08-26,1900-01-01 21:00:00,31.5,65,37.6,23.8,62,25.9
2021-08-26,1900-01-01 22:00:00,31.2,66,37.4,22.8,66,25.0
2021-08-26,1900-01-01 23:00:00,30.8,68,37.1,22.4,65,24.3
2021-08-27,1900-01-01 00:00:00,30.4,70,36.7,22.4,61,23.9
2021-08-27,1900-01-01 01:00:00,29.9,71,36.0,22.7,56,23.8
2021-08-27,1900-01-01 02:00:00,29.2,75,35.4,22.5,55,23.5
2021-08-27,1900-01-01 03:00:00,27.9,72,33.1,21.9,55,22.7
2021-08-27,1900-01-01 04:00:00,27.3,72,32.1,21.7,52,22.2
2021-08-27,1900-01-01 05:00:00,26.8,72,31.3,22.0,46,22.0
2021-08-27,1900-01-01 06:00:00,26.3,72,30.5,22.4,42,22.1
2021-08-27,1900-01-01 07:00:00,26.0,71,30.1,22.6,42,22.4
2021-08-27,1900-01-01 08:00:00,27.2,72,32.0,26.0,35,25.9
2021-08-27,1900-01-01 09:00:00,28.5,73,34.1,29.1,31,29.2
2021-08-27,1900-01-01 10:00:00,30.8,75,38.1,30.8,34,31.8
2021-08-27,1900-01-01 11:00:00,31.6,75,39.4,32.5,35,34.1
2021-08-27,1900-01-01 12:00:00,33.2,73,41.8,32.4,40,35.0
2021-08-27,1900-01-01 13:00:00,33.6,68,41.5,33.2,38,35.6
2021-08-27,1900-01-01 14:00:00,34.6,65,42.8,34.3,32,36.1
2021-08-27,1900-01-01 15:00:00,35.7,64,44.4,33.4,35,35.4
2021-08-27,1900-01-01 16:00:00,35.3,64,43.7,33.4,35,35.4
2021-08-27,1900-01-01 17:00:00,35.1,66,43.8,32.6,37,34.7
2021-08-27,1900-01-01 18:00:00,34.6,67,43.0,31.5,40,33.7
2021-08-27,1900-01-01 19:00:00,34.0,64,41.6,29.8,46,32.2
2021-08-27,1900-01-01 20:00:00,34.1,64,41.7,26.0,59,28.7
2021-08-27,1900-01-01 21:00:00,32.8,65,39.7,24.5,66,27.2
2021-08-27,1900-01-01 22:00:00,31.6,62,37.3,23.6,69,26.4
2021-08-27,1900-01-01 23:00:00,31.2,66,37.4,22.9,70,25.4
2021-08-28,1900-01-01 00:00:00,29.9,67,35.5,22.7,68,25.0
2021-08-28,1900-01-01 01:00:00,28.5,66,33.2,22.5,68,24.7
2021-08-28,1900-01-01 02:00:00,27.6,65,31.7,21.7,75,24.1
2021-08-28,1900-01-01 03:00:00,26.6,64,30.1,21.5,74,23.9
2021-08-28,1900-01-01 04:00:00,25.9,65,29.2,21.4,72,23.5
2021-08-28,1900-01-01 05:00:00,25.3,66,28.4,21.3,71,23.4
2021-08-28,1900-01-01 06:00:00,25.0,66,28.0,21.1,72,23.1
2021-08-28,1900-01-01 07:00:00,25.1,67,28.2,20.3,79,22.6
2021-08-28,1900-01-01 08:00:00,25.1,67,28.3,24.4,66,27.1
2021-08-28,1900-01-01 09:00:00,26.3,69,30.2,27.4,57,30.3
2021-08-28,1900-01-01 10:00:00,28.7,71,34.1,28.9,54,32.1
2021-08-28,1900-01-01 11:00:00,30.2,72,36.7,30.3,51,33.6
2021-08-28,1900-01-01 12:00:00,31.4,69,38.1,31.8,44,34.8
2021-08-28,1900-01-01 13:00:00,33.0,65,40.2,33.1,37,35.3
2021-08-28,1900-01-01 14:00:00,34.2,61,41.4,34.1,31,35.6
2021-08-28,1900-01-01 15:00:00,35.0,62,42.8,34.1,30,35.4
2021-08-28,1900-01-01 16:00:00,34.5,63,42.1,34.0,30,35.2
2021-08-28,1900-01-01 17:00:00,34.5,63,42.3,33.2,34,35.0
2021-08-28,1900-01-01 18:00:00,34.8,64,42.8,32.0,39,34.1
2021-08-28,1900-01-01 19:00:00,33.9,67,41.9,30.3,43,32.5
2021-08-28,1900-01-01 20:00:00,34.1,68,42.5,27.1,54,29.6
2021-08-28,1900-01-01 21:00:00,33.0,67,40.5,25.5,62,28.2
2021-08-28,1900-01-01 22:00:00,32.3,67,39.2,24.3,70,27.4
2021-08-28,1900-01-01 23:00:00,31.7,68,38.4,23.0,81,26.7
2021-08-29,1900-01-01 00:00:00,30.7,70,37.1,21.7,92,25.7
2021-08-29,1900-01-01 01:00:00,30.7,72,37.5,20.9,97,24.9
2021-08-29,1900-01-01 02:00:00,30.4,74,37.4,20.6,97,24.5
2021-08-29,1900-01-01 03:00:00,30.5,77,37.8,21.4,94,25.4
2021-08-29,1900-01-01 04:00:00,30.8,80,38.9,21.3,94,25.4
2021-08-29,1900-01-01 05:00:00,29.9,81,37.5,21.2,95,25.2
2021-08-29,1900-01-01 06:00:00,30.1,81,37.9,21.0,95,25.0
2021-08-29,1900-01-01 07:00:00,28.0,82,34.6,21.1,95,25.0
2021-08-29,1900-01-01 08:00:00,28.7,84,35.9,22.0,88,25.8
2021-08-29,1900-01-01 09:00:00,29.1,85,36.7,23.6,79,27.3
2021-08-29,1900-01-01 10:00:00,30.2,86,38.8,25.8,66,29.2
2021-08-29,1900-01-01 11:00:00,30.7,87,39.8,28.0,57,31.2
2021-08-29,1900-01-01 12:00:00,30.8,88,40.0,30.4,49,33.5
2021-08-29,1900-01-01 13:00:00,31.4,85,40.7,31.4,46,34.5
2021-08-29,1900-01-01 14:00:00,33.3,80,43.2,31.3,45,34.2
2021-08-29,1900-01-01 15:00:00,35.1,77,45.9,33.2,37,35.4
2021-08-29,1900-01-01 16:00:00,34.1,73,43.5,32.4,39,34.8
2021-08-29,1900-01-01 17:00:00,33.8,70,42.3,31.2,39,33.2
2021-08-29,1900-01-01 18:00:00,35.3,70,44.9,29.6,48,32.3
2021-08-29,1900-01-01 19:00:00,35.3,75,46.0,27.9,55,30.8
2021-08-29,1900-01-01 20:00:00,34.2,78,44.4,24.1,69,27.1
2021-08-29,1900-01-01 21:00:00,33.5,78,43.2,22.3,79,25.4
2021-08-29,1900-01-01 22:00:00,33.3,78,42.9,21.0,87,24.3
2021-08-29,1900-01-01 23:00:00,32.4,78,41.3,20.1,88,23.1
2021-08-30,1900-01-01 00:00:00,33.5,80,43.7,19.8,82,22.1
2021-08-30,1900-01-01 01:00:00,32.4,81,41.8,19.6,72,21.1
2021-08-30,1900-01-01 02:00:00,32.3,81,41.7,19.4,69,20.6
2021-08-30,1900-01-01 03:00:00,31.9,81,40.9,19.5,70,20.8
2021-08-30,1900-01-01 04:00:00,31.2,79,39.4,19.2,71,20.4
2021-08-30,1900-01-01 05:00:00,31.9,78,40.4,19.1,70,20.2
2021-08-30,1900-01-01 06:00:00,31.7,79,40.2,19.2,69,20.3
2021-08-30,1900-01-01 07:00:00,32.9,79,42.3,19.5,67,20.5
2021-08-30,1900-01-01 08:00:00,33.4,82,43.8,22.9,61,24.5
2021-08-30,1900-01-01 09:00:00,33.3,85,44.0,25.0,71,28.5
2021-08-30,1900-01-01 10:00:00,32.8,88,43.7,27.5,57,30.5
2021-08-30,1900-01-01 11:00:00,33.0,90,44.4,29.3,49,32.0
2021-08-30,1900-01-01 12:00:00,33.2,90,44.9,30.7,43,33.0
2021-08-30,1900-01-01 13:00:00,33.2,91,44.9,31.9,37,33.7
2021-08-30,1900-01-01 14:00:00,33.6,90,45.7,32.8,33,34.3
2021-08-30,1900-01-01 15:00:00,33.8,91,46.2,32.1,41,34.7
2021-08-30,1900-01-01 16:00:00,33.7,92,46.1,32.2,39,34.5
2021-08-30,1900-01-01 17:00:00,34.0,94,47.0,32.0,38,34.0
2021-08-30,1900-01-01 18:00:00,34.1,94,47.3,31.3,40,33.3
2021-08-30,1900-01-01 19:00:00,34.2,94,47.5,29.2,49,31.9
2021-08-30,1900-01-01 20:00:00,33.7,95,46.7,24.9,67,28.0
2021-08-30,1900-01-01 21:00:00,33.5,95,46.2,23.4,75,26.6
2021-08-30,1900-01-01 22:00:00,33.9,95,47.1,22.6,76,25.6
2021-08-30,1900-01-01 23:00:00,33.8,95,46.9,21.2,84,24.3
2021-08-31,1900-01-01 00:00:00,33.9,95,47.0,20.8,88,24.0
2021-08-31,1900-01-01 01:00:00,33.6,96,46.6,20.2,91,23.4
2021-08-31,1900-01-01 02:00:00,33.3,96,46.0,19.8,94,23.1
2021-08-31,1900-01-01 03:00:00,33.9,96,47.3,19.7,95,23.0
2021-08-31,1900-01-01 04:00:00,33.9,96,47.2,19.7,97,23.1
2021-08-31,1900-01-01 05:00:00,33.3,96,46.1,19.9,97,23.5
2021-08-31,1900-01-01 06:00:00,32.8,95,45.0,20.8,97,24.8
2021-08-31,1900-01-01 07:00:00,33.1,97,45.8,20.9,93,24.6
2021-08-31,1900-01-01 08:00:00,32.8,96,45.1,22.4,82,25.9
2021-08-31,1900-01-01 09:00:00,33.0,98,45.8,24.6,64,27.3
2021-08-31,1900-01-01 10:00:00,33.2,98,46.2,26.5,52,28.5
2021-08-31,1900-01-01 11:00:00,32.7,98,45.2,27.9,46,29.6
2021-08-31,1900-01-01 12:00:00,32.0,98,43.9,29.1,41,30.6
2021-08-31,1900-01-01 13:00:00,31.7,100,43.7,30.0,38,31.3
2021-08-31,1900-01-01 14:00:00,32.2,99,44.4,30.7,34,31.6
2021-08-31,1900-01-01 15:00:00,32.3,99,44.7,30.0,42,31.9
2021-08-31,1900-01-01 16:00:00,33.3,100,46.8,30.1,41,31.9
2021-08-31,1900-01-01 17:00:00,32.3,100,44.8,29.8,40,31.4
2021-08-31,1900-01-01 18:00:00,32.6,99,45.2,29.0,41,30.5
2021-08-31,1900-01-01 19:00:00,32.4,99,44.8,27.6,45,29.1
2021-08-31,1900-01-01 20:00:00,31.8,99,43.6,24.3,54,25.8
2021-08-31,1900-01-01 21:00:00,31.9,99,43.8,22.5,60,24.0
2021-08-31,1900-01-01 22:00:00,31.0,97,41.9,21.2,66,22.8
2021-08-31,1900-01-01 23:00:00,29.3,96,38.6,20.5,68,21.9
2021-09-01,1900-01-01 00:00:00,28.2,94,36.4,19.7,71,21.1
2021-09-01,1900-01-01 01:00:00,27.4,94,35.1,19.1,75,20.6
2021-09-01,1900-01-01 02:00:00,26.4,91,33.1,18.7,78,20.3
2021-09-01,1900-01-01 03:00:00,26.0,88,32.1,18.3,81,20.0
2021-09-01,1900-01-01 04:00:00,25.1,87,30.5,18.0,84,19.8
2021-09-01,1900-01-01 05:00:00,24.5,86,29.4,18.1,87,20.1
2021-09-01,1900-01-01 06:00:00,24.5,85,29.3,18.1,91,20.4
2021-09-01,1900-01-01 07:00:00,24.6,85,29.4,18.4,93,21.0
2021-09-01,1900-01-01 08:00:00,26.1,83,31.6,22.2,74,24.8
2021-09-01,1900-01-01 09:00:00,27.8,85,34.6,25.0,52,26.4
2021-09-01,1900-01-01 10:00:00,29.0,86,36.7,27.2,37,27.6
2021-09-01,1900-01-01 11:00:00,29.6,83,37.3,28.8,30,28.7
2021-09-01,1900-01-01 12:00:00,30.1,82,38.0,29.9,23,29.0
2021-09-01,1900-01-01 13:00:00,31.1,86,40.3,30.9,19,29.6
2021-09-01,1900-01-01 14:00:00,32.5,84,42.5,31.5,17,30.0
2021-09-01,1900-01-01 15:00:00,32.5,74,40.8,31.9,26,31.9
2021-09-01,1900-01-01 16:00:00,33.4,74,42.3,32.1,25,32.0
2021-09-01,1900-01-01 17:00:00,33.1,82,43.2,31.3,29,31.6
2021-09-01,1900-01-01 18:00:00,32.6,78,41.7,29.0,39,30.1
2021-09-01,1900-01-01 19:00:00,32.3,80,41.4,27.0,48,28.7
2021-09-01,1900-01-01 20:00:00,30.6,76,37.9,23.3,70,26.0
2021-09-01,1900-01-01 21:00:00,30.1,75,36.9,23.0,77,26.2
2021-09-01,1900-01-01 22:00:00,29.2,73,35.1,22.3,77,25.3
2021-09-01,1900-01-01 23:00:00,28.4,71,33.7,21.2,73,23.3
2021-09-02,1900-01-01 00:00:00,27.4,70,32.0,20.2,70,21.7
2021-09-02,1900-01-01 01:00:00,26.8,68,30.9,20.1,76,22.1
2021-09-02,1900-01-01 02:00:00,26.3,68,30.1,20.6,72,22.4
2021-09-02,1900-01-01 03:00:00,25.8,67,29.3,20.7,46,20.3
2021-09-02,1900-01-01 04:00:00,25.3,67,28.6,19.6,50,19.4
2021-09-02,1900-01-01 05:00:00,24.8,67,27.9,18.3,55,18.1
2021-09-02,1900-01-01 06:00:00,24.2,66,26.9,17.8,56,17.6
2021-09-02,1900-01-01 07:00:00,24.5,65,27.2,19.3,50,19.0
2021-09-02,1900-01-01 08:00:00,25.0,63,27.6,21.1,43,20.6
2021-09-02,1900-01-01 09:00:00,26.7,61,29.9,22.0,41,21.5
2021-09-02,1900-01-01 10:00:00,28.1,62,32.0,23.2,38,22.7
2021-09-02,1900-01-01 11:00:00,29.1,62,33.4,25.6,32,25.0
2021-09-02,1900-01-01 12:00:00,30.0,62,34.9,26.9,28,26.1
2021-09-02,1900-01-01 13:00:00,31.2,61,36.6,27.9,25,26.9
2021-09-02,1900-01-01 14:00:00,31.8,59,37.1,28.6,24,27.6
2021-09-02,1900-01-01 15:00:00,33.1,60,39.3,28.4,25,27.5
2021-09-02,1900-01-01 16:00:00,33.1,60,39.3,28.6,25,27.8
2021-09-02,1900-01-01 17:00:00,32.8,58,38.6,27.7,30,27.4
2021-09-02,1900-01-01 18:00:00,32.5,60,38.3,25.2,39,25.3
2021-09-02,1900-01-01 19:00:00,32.0,53,36.5,23.8,46,24.2
2021-09-02,1900-01-01 20:00:00,31.3,52,35.3,20.9,59,21.7
2021-09-02,1900-01-01 21:00:00,30.4,51,33.8,20.7,63,21.8
2021-09-02,1900-01-01 22:00:00,29.1,52,32.2,20.6,66,21.9
2021-09-02,1900-01-01 23:00:00,27.5,53,29.9,20.0,70,21.4
2021-09-03,1900-01-01 00:00:00,26.3,54,28.4,18.6,70,19.6
2021-09-03,1900-01-01 01:00:00,25.3,56,27.3,18.2,64,18.5
2021-09-03,1900-01-01 02:00:00,24.3,58,26.1,18.0,59,18.0
2021-09-03,1900-01-01 03:00:00,23.5,59,25.2,17.4,57,17.1
2021-09-03,1900-01-01 04:00:00,22.8,61,24.4,16.8,58,16.4
2021-09-03,1900-01-01 05:00:00,22.2,62,23.7,16.3,65,16.2
2021-09-03,1900-01-01 06:00:00,21.7,64,23.2,16.0,74,16.4
2021-09-03,1900-01-01 07:00:00,21.6,65,23.1,15.2,81,15.8
2021-09-03,1900-01-01 08:00:00,22.4,66,24.4,18.6,54,18.3
2021-09-03,1900-01-01 09:00:00,24.5,66,27.3,22.1,58,23.2
2021-09-03,1900-01-01 10:00:00,26.9,66,30.8,23.3,55,24.5
2021-09-03,1900-01-01 11:00:00,27.8,66,32.0,24.0,50,24.9
2021-09-03,1900-01-01 12:00:00,28.5,63,32.8,24.5,48,25.3
2021-09-03,1900-01-01 13:00:00,29.3,61,33.6,25.1,44,25.7
2021-09-03,1900-01-01 14:00:00,29.8,59,34.2,25.6,41,26.1
2021-09-03,1900-01-01 15:00:00,30.0,57,34.1,24.9,43,25.4
2021-09-03,1900-01-01 16:00:00,30.2,55,34.1,24.6,42,24.9
2021-09-03,1900-01-01 17:00:00,29.9,52,33.2,24.1,42,24.3
2021-09-03,1900-01-01 18:00:00,29.3,49,32.0,23.1,44,23.1
2021-09-03,1900-01-01 19:00:00,28.9,49,31.4,21.6,49,21.7
2021-09-03,1900-01-01 20:00:00,28.4,52,31.1,19.4,57,19.6
2021-09-03,1900-01-01 21:00:00,27.6,54,30.3,18.4,61,18.7
2021-09-03,1900-01-01 22:00:00,26.6,55,29.0,17.6,66,18.0
2021-09-03,1900-01-01 23:00:00,26.2,57,28.6,17.0,72,17.6
2021-09-04,1900-01-01 00:00:00,25.7,60,28.3,16.4,75,17.0
2021-09-04,1900-01-01 01:00:00,25.1,62,27.7,15.6,80,16.2
2021-09-04,1900-01-01 02:00:00,24.3,64,26.8,15.1,85,15.9
2021-09-04,1900-01-01 03:00:00,23.6,64,25.8,14.4,89,15.3
2021-09-04,1900-01-01 04:00:00,22.7,64,24.6,14.4,89,15.2
2021-09-04,1900-01-01 05:00:00,22.0,65,23.7,14.5,90,15.4
2021-09-04,1900-01-01 06:00:00,21.4,66,23.0,14.5,93,15.6
2021-09-04,1900-01-01 07:00:00,21.2,68,22.9,14.7,95,16.0
2021-09-04,1900-01-01 08:00:00,21.7,71,23.8,18.2,77,19.5
2021-09-04,1900-01-01 09:00:00,24.6,74,28.3,20.7,65,22.0
2021-09-04,1900-01-01 10:00:00,26.5,73,31.1,22.4,53,23.2
2021-09-04,1900-01-01 11:00:00,27.3,68,31.6,24.0,43,24.2
2021-09-04,1900-01-01 12:00:00,28.5,63,32.7,25.1,34,24.6
2021-09-04,1900-01-01 13:00:00,29.2,59,33.2,26.0,30,25.2
2021-09-04,1900-01-01 14:00:00,30.1,57,34.2,26.6,28,25.8
2021-09-04,1900-01-01 15:00:00,31.2,57,36.0,26.2,30,25.4
2021-09-04,1900-01-01 16:00:00,31.4,58,36.3,26.2,32,25.8
2021-09-04,1900-01-01 17:00:00,31.2,56,35.7,25.9,33,25.4
2021-09-04,1900-01-01 18:00:00,30.8,54,34.9,25.0,36,24.7
2021-09-04,1900-01-01 19:00:00,31.0,60,36.1,23.4,41,23.3
2021-09-04,1900-01-01 20:00:00,30.5,61,35.5,20.1,54,20.3
2021-09-04,1900-01-01 21:00:00,30.1,63,35.1,18.3,65,18.8
2021-09-04,1900-01-01 22:00:00,28.6,61,32.6,17.3,74,18.2
2021-09-04,1900-01-01 23:00:00,27.9,63,31.8,16.5,80,17.5
2021-09-05,1900-01-01 00:00:00,26.8,62,30.2,15.7,86,16.8
2021-09-05,1900-01-01 01:00:00,25.8,62,28.7,15.3,91,16.6
